name,current_price,original_price,discount_rate,review_count,rating_average,brand,battery,bluetooth,camera_primary,camera_secondary,GPU,chip_set,NFC,CPU,display_type,GPS,internet,accessories,model,jack_3.5mm,sim_type,charging_port,weight,camera_video,RAM,ROM,screen_size,wifi,source,category,category_id,url,image_url,thumbnails
APPLE MAC MINI M4 10‑CORE CPU/10‑CORE GPU 16GB/512GB (CTY) - MU9E3 - NEW,19790000,19990000,1,0,0,huawei,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/mac-mini-m4-10core-cpu-10core-gpu-16gb-512gb,"https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730277517398_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730277519035_thumb_2_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730277520417_thumb_3_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730277522003_thumb_4_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730277523382_thumb_5_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730277525090_thumb_6_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730277527036_thumb_7_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730277528837_thumb_8_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png",https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730277517398_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png
APPLE MAC MINI M4 10‑CORE CPU/10‑CORE GPU 16GB/256GB (CTY) - MU9D3 - NEW,14990000,14990000,0,0,0,huawei,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/mac-mini-m4-10core-cpu-10core-gpu-16gb-256gb,"https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730276727107_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730276731370_thumb_2_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730276732771_thumb_3_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730276734507_thumb_4_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730276737068_thumb_5_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730276738964_thumb_6_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730276741778_thumb_7_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730276743721_thumb_8_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png",https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730276727107_mac_mini_m4_10_core_cpu_10_core_gpu_didongviet.png
"APPLE MACBOOK AIR 2022 13.6"" M2 8-Core CPU/8-Core GPU 8GB/256GB (CTY)",21990000,33990000,35,0,0,macbook air,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/macbook-air-m2-2022,"https://cdn-v2.didongviet.vn/files/products/2023/3/21/1/1682044876951_thumb_macbook_air_m2_8gb_256gb_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/7/1/1/1690864999835_1_macbook_air_m2_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/7/1/1/1690865001809_2_macbook_air_m2_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/7/1/1/1690865004253_3_macbook_air_m2_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/7/1/1/1690865019714_4_macbook_air_m2_didongviet.jpg",https://cdn-v2.didongviet.vn/files/products/2023/3/21/1/1682044876951_thumb_macbook_air_m2_8gb_256gb_didongviet.jpg
APPLE MAC MINI M4 10‑CORE CPU/10‑CORE GPU 24GB/512GB (CTY) - MCYT4 - NEW,24790000,24990000,1,0,0,huawei,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/apple-mac-mini-m4-10core-cpu-10core-gpu-24gb-512gb,"https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730349006476_mac_mini_with_m4_silver_pdp_image_position_1_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730349010365_mac_mini_with_m4_silver_pdp_image_position_2_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730349014892_mac_mini_with_m4_silver_pdp_image_position_3_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730349027805_mac_mini_with_m4_silver_pdp_image_position_4_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730349039215_mac_mini_with_m4_silver_pdp_image_position_5_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730349051683_mac_mini_with_m4_silver_pdp_image_position_6_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730349063878_mac_mini_with_m4_silver_pdp_image_position_7_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730349068639_mac_mini_with_m4_silver_pdp_image_position_8_vn_vi.png",https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730349006476_mac_mini_with_m4_silver_pdp_image_position_1_vn_vi.png
"APPLE MACBOOK PRO 14"" M3 PRO 18GB/512GB (CTY)",46290000,49999000,7,0,0,huawei,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/macbook-pro-m3-pro-2023,"https://cdn-v2.didongviet.vn/files/products/2023/9/31/1/1698734007966_thumb_macbook_pro_14_inch_m3_pro512gb_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698821161399_1_macbook_pro_14_inch_m3_pro_max_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698821163737_2_macbook_pro_14_inch_m3_pro_max_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698821165769_3_macbook_pro_14_inch_m3_pro_max_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698821168253_4_macbook_pro_14_inch_m3_pro_max_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698821172842_5_macbook_pro_14_inch_m3_pro_max_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698821177625_6_macbook_pro_14_inch_m3_pro_max_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698821181358_7_macbook_pro_14_inch_m3_pro_max_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698821184077_8_macbook_pro_14_inch_m3_pro_max_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698821187790_9_macbook_pro_14_inch_m3_pro_max_den_didongviet.jpg",https://cdn-v2.didongviet.vn/files/products/2023/9/31/1/1698734007966_thumb_macbook_pro_14_inch_m3_pro512gb_didongviet.jpg
APPLE MAC MINI M4 PRO 12‑CORE CPU/16‑CORE GPU 24GB/512GB (CTY) - MCX44 - NEW,34990000,34990000,0,0,0,huawei,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/mac-mini-m4-pro-12core-cpu-16core-gpu-24gb-512gb,"https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730351285668_mac_mini_with_m4_pro_silver_pdp_image_position_1_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730351292026_mac_mini_with_m4_pro_silver_pdp_image_position_2_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730351309683_mac_mini_with_m4_pro_silver_pdp_image_position_3_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730351317555_mac_mini_with_m4_pro_silver_pdp_image_position_4_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730351341867_mac_mini_with_m4_pro_silver_pdp_image_position_5_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730351349864_mac_mini_with_m4_pro_silver_pdp_image_position_6_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730351360523_mac_mini_with_m4_pro_silver_pdp_image_position_7_vn_vi.png,https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730351365096_mac_mini_with_m4_pro_silver_pdp_image_position_8_vn_vi.png",https://cdn-v2.didongviet.vn/files/products/2024/9/31/1/1730351285668_mac_mini_with_m4_pro_silver_pdp_image_position_1_vn_vi.png
APPLE iMAC 2024 24' M4 8‑core CPU and 8‑core GPU 16GB/256GB  (CTY),33990000,34990000,3,0,0,oneplus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/apple-imac-2024-24-m4-8core-cpu-and-8core-gpu-16gb-256gb,"https://cdn-v2.didongviet.vn/files/products/2024/9/29/1/1730174150972_imac_m4_chip_2_port_24_in_blue_pdp_image_position_1_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/29/1/1730174155583_imac_m4_chip_2_port_24_in_blue_pdp_image_position_2_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/29/1/1730174159778_imac_m4_chip_2_port_24_in_blue_pdp_image_position_3_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/29/1/1730174163727_imac_m4_chip_2_port_24_in_blue_pdp_image_position_4_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/29/1/1730174166981_imac_m4_chip_2_port_24_in_blue_pdp_image_position_5_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/29/1/1730174172211_imac_m4_chip_2_port_24_in_blue_pdp_image_position_6_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/29/1/1730174184296_imac_m4_chip_2_port_24_in_blue_pdp_image_position_7_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/29/1/1730174187871_imac_m4_chip_2_port_24_in_blue_pdp_image_position_8_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/29/1/1730174191318_imac_m4_chip_2_port_24_in_blue_pdp_image_position_9_vn_vi_1.png",https://cdn-v2.didongviet.vn/files/products/2024/9/29/1/1730174150972_imac_m4_chip_2_port_24_in_blue_pdp_image_position_1_vn_vi_1.png
APPLE iMAC 2024 24' M4 10‑core CPU and 10‑core GPU 16GB/256GB  (CTY),39690000,39990000,1,0,0,oneplus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/apple-imac-2024-24-m4-10core-cpu-and-10core-gpu-16gb-256gb,"https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730299440066_1730174150972_imac_m4_chip_2_port_24_in_blue_pdp_image_position_1_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730299443913_1730174155583_imac_m4_chip_2_port_24_in_blue_pdp_image_position_2_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730299457027_1730174159778_imac_m4_chip_2_port_24_in_blue_pdp_image_position_3_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730299495298_1730174163727_imac_m4_chip_2_port_24_in_blue_pdp_image_position_4_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730299516429_1730174166981_imac_m4_chip_2_port_24_in_blue_pdp_image_position_5_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730299562315_1730174172211_imac_m4_chip_2_port_24_in_blue_pdp_image_position_6_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730299575929_1730174184296_imac_m4_chip_2_port_24_in_blue_pdp_image_position_7_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730299583172_1730174187871_imac_m4_chip_2_port_24_in_blue_pdp_image_position_8_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730299594103_1730174191318_imac_m4_chip_2_port_24_in_blue_pdp_image_position_9_vn_vi_1.png",https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730299440066_1730174150972_imac_m4_chip_2_port_24_in_blue_pdp_image_position_1_vn_vi_1.png
APPLE MAC STUDIO M2 ULTRA 64GB/1TB,109990000,109990000,0,0,0,anker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/mac-studio-m2-ultra-2023-64gb-1tb,"https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686034180431_thumb_mac_studio_2023_1tb_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686034182610_2_mac_studio_2023_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686034184566_3_mac_studio_2023_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686034186879_4_mac_studio_2023_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686034189907_5_mac_studio_2023_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686034193318_6_mac_studio_2023_didongviet.jpg",https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686034180431_thumb_mac_studio_2023_1tb_didongviet.jpg
APPLE iMAC 2024 24' M4 10‑core CPU and 10‑core GPU 24GB/512GB  (CTY),49990000,49990000,0,0,0,oneplus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/imac-2024-24-inch-m4-10core-cpu-10core-gpu-24gb-512gb,"https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730281997543_1730174150972_imac_m4_chip_2_port_24_in_blue_pdp_image_position_1_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730282000109_1730174155583_imac_m4_chip_2_port_24_in_blue_pdp_image_position_2_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730282002113_1730174159778_imac_m4_chip_2_port_24_in_blue_pdp_image_position_3_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730282003886_1730174163727_imac_m4_chip_2_port_24_in_blue_pdp_image_position_4_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730282007580_1730174166981_imac_m4_chip_2_port_24_in_blue_pdp_image_position_5_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730282009843_1730174172211_imac_m4_chip_2_port_24_in_blue_pdp_image_position_6_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730282012707_1730174184296_imac_m4_chip_2_port_24_in_blue_pdp_image_position_7_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730282014704_1730174187871_imac_m4_chip_2_port_24_in_blue_pdp_image_position_8_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730282019282_1730174191318_imac_m4_chip_2_port_24_in_blue_pdp_image_position_9_vn_vi_1.png",https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730281997543_1730174150972_imac_m4_chip_2_port_24_in_blue_pdp_image_position_1_vn_vi_1.png
APPLE MAC PRO M2 ULTRA 64GB/1TB,179990000,179990000,0,0,0,mac,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/mac-pro-m2-ultra-2023-64gb-1tb,"https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686035819161_thumb_mac_pro_2023_m2_ultra_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686035821689_2_mac_pro_2023_m2_ultra_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686035823930_3_mac_pro_2023_m2_ultra_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686035825829_4_mac_pro_2023_m2_ultra_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686035828221_5_mac_pro_2023_m2_ultra_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686035830860_6_mac_pro_2023_m2_ultra_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686035833039_7_mac_pro_2023_m2_ultra_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686035835595_8_mac_pro_2023_m2_ultra_didongviet.jpg",https://cdn-v2.didongviet.vn/files/products/2023/5/6/1/1686035819161_thumb_mac_pro_2023_m2_ultra_didongviet.jpg
"APPLE MACBOOK AIR 2024 15.3"" M3 8-Core CPU/10-Core GPU 8GB/256GB (CTY)",29290000,32990000,11,0,0,macbook air,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/macbook-air-m3-8gb-256gb-15-inch-2024,"https://cdn-v2.didongviet.vn/files/products/2024/2/5/1/1709611920231_thumb_macbook_air_m3_15_inch_8gb_256gb_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2024/2/5/1/1709611923004_1_macbook_air_m3_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2024/2/5/1/1709611925161_2_macbook_air_m3_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2024/2/5/1/1709611927653_3_macbook_air_m3_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2024/2/5/1/1709611929407_4_macbook_air_m3_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2024/2/5/1/1709611931432_5_macbook_air_m3_den_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2024/2/5/1/1709613373437_7_macbook_air_m3_den_didongviet.jpg",https://cdn-v2.didongviet.vn/files/products/2024/2/5/1/1709611920231_thumb_macbook_air_m3_15_inch_8gb_256gb_didongviet.jpg
"APPLE MACBOOK PRO 2023 14"" M3 18GB/1TB (CTY)",44350000,44999000,1,0,0,huawei,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/macbook-pro-14-inch-m3-2023-1tb,"https://cdn-v2.didongviet.vn/files/products/2023/9/31/1/1698737526228_thumb_macbook_pro_14_inch_m3_1tb_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698820605067_1_macbook_pro_m3_xam_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698820607369_2_macbook_pro_m3_xam_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698820611162_3_macbook_pro_m3_xam_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698822884411_4_macbook_pro_m3_xam_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698820615660_5_macbook_pro_m3_xam_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698820618538_6_macbook_pro_m3_bac_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698820620385_7_macbook_pro_m3_bac_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698820621937_8_macbook_pro_m3_bac_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698820624351_9_macbook_pro_m3_xam_didongviet.jpg",https://cdn-v2.didongviet.vn/files/products/2023/9/31/1/1698737526228_thumb_macbook_pro_14_inch_m3_1tb_didongviet.jpg
APPLE iMAC 2024 24' M4 10‑core CPU and 10‑core GPU 16GB/512GB  (CTY),44690000,44990000,1,0,0,oneplus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/imac-2024-24-inch-m4-10core-cpu-10core-gpu-16gb-512gb,"https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730279359981_1730174150972_imac_m4_chip_2_port_24_in_blue_pdp_image_position_1_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730279362037_1730174155583_imac_m4_chip_2_port_24_in_blue_pdp_image_position_2_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730279363628_1730174159778_imac_m4_chip_2_port_24_in_blue_pdp_image_position_3_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730279364964_1730174163727_imac_m4_chip_2_port_24_in_blue_pdp_image_position_4_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730279366281_1730174166981_imac_m4_chip_2_port_24_in_blue_pdp_image_position_5_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730279368113_1730174172211_imac_m4_chip_2_port_24_in_blue_pdp_image_position_6_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730279369890_1730174184296_imac_m4_chip_2_port_24_in_blue_pdp_image_position_7_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730279371368_1730174187871_imac_m4_chip_2_port_24_in_blue_pdp_image_position_8_vn_vi_1.png,https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730279372783_1730174191318_imac_m4_chip_2_port_24_in_blue_pdp_image_position_9_vn_vi_1.png",https://cdn-v2.didongviet.vn/files/products/2024/9/30/1/1730279359981_1730174150972_imac_m4_chip_2_port_24_in_blue_pdp_image_position_1_vn_vi_1.png
APPLE iMAC 2024 M3 8‑core CPU and 10‑core GPU 512GB (CTY),46340000,46999000,1,0,0,oneplus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/imac-24-inch-2023-m3-512gb,"https://cdn-v2.didongviet.vn/files/products/2023/9/31/1/1698748661947_thumb_imac_m3_2023_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698826394484_1_imac_m3_2023_xanh_duongdidongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698826556911_2_imac_m3_2023_xanh_duongdidongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698826559664_3_imac_m3_2023_xanh_duongdidongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698826563495_4_imac_m3_2023_xanh_duongdidongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698826566282_5_imac_m3_2023_xanh_duongdidongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698826568245_6_imac_m3_2023_xanh_duongdidongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698826570025_7_imac_m3_2023_xanh_duongdidongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/10/1/1/1698826574224_8_imac_m3_2023_xanh_duongdidongviet.jpg",https://cdn-v2.didongviet.vn/files/products/2023/9/31/1/1698748661947_thumb_imac_m3_2023_didongviet.jpg
APPLE iMAC 2023,0,39990000,100,0,0,oneplus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,didongviet.vn,apple-macbook-imac,laptops,https://didongviet.vn/apple-macbook-imac/imac-24-inch-2023-m2-ultra,"https://cdn-v2.didongviet.vn/files/products/2023/5/5/1/1685945336508_imac_2023_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/5/1/1685945770975_1_imac_2023_didongviet.jpg,https://cdn-v2.didongviet.vn/files/products/2023/5/5/1/1685945800920_2_imac_2023_didongviet.jpg",https://cdn-v2.didongviet.vn/files/products/2023/5/5/1/1685945336508_imac_2023_didongviet.jpg
