product_id,name,current_price,original_price,review_count,rating_average,battery,bluetooth,brand,camera_primary,camera_secondary,GPU,chip_set,NFC,CPU,display_type,GPS,internet,accessories,model,jack_3.5mm,sim_type,charging_port,weight,camera_video,RAM,ROM,screen_size,wifi,source,category,category_id,discount_rate,url,image_url,thumbnails
67372,Xiaomi Redmi Pad SE Wifi (6GB 128GB),4490000.0,5490000.0,9,5,"8,000 mAh ",v5.0,xiaomi,"8 MP, F2.0, 1.12μm","5 MP, f/2.2",Qualcomm® Adreno TM,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Không,4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),IPS LCD,N/A,N/A,"Xiaomi Redmi Pad SE, sạc, Cáp USB Type-C, Hướng dẫn sử dụng nhanh, Thẻ bảo hành",iPhone 15 Pro,Có,N/A,USB Type-C,478 g ,"FHD 1920x1080 30fps, HD 1280z720 30fps",N/A,N/A,11 inches,Wi-fi: 2.4GHz | 5GHz,cellphones.com.vn,4,tablets,20,http://cellphones.com.vn/xiaomi-redmi-pad-se.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-redmi-pad-se_1_3.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-redmi-pad-se_1_3.png
23604,Samsung Galaxy Tab S6 Lite 2024,8490000.0,8990000.0,4,4.8,7.040 mAh ,v5.3,samsung,"8 MP, f/2.0, AF",5 MP,Mali-G68,Exynos 1280 8 nhân,N/A,2 nhân 2.4 GHz & 6 nhân 2 GHz,TFT LCD,"QZSS, GPS,  GLONASS, GALILEO, BDS",4G,"Máy, Sách hướng dẫn, Bút cảm ứng, Cây lấy sim, Cáp Type C - Type A",Samsung Galaxy Tab S6 Lite (4),Có,Nano-SIM,USB Type-C,467g,FullHD 1080p@30fps,N/A,N/A,10.4 inches,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",cellphones.com.vn,4,tablets,6,http://cellphones.com.vn/samsung-galaxy-tab-s6-lite.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-tab-s6-lite.jpg,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/a/samsung-galaxy-tab-s6-lite.jpg
79238,Laptop ASUS Vivobook 15 X1504ZA-NJ517W,13490000.0,16490000.0,6,4.8,"42WHrs, 3S1P, 3-cell Li-ion",Bluetooth 5.3,asus,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",N/A,N/A,N/A,N/A,Laptop Asus Vivobook 15 X1504ZA-NJ517W ,N/A,N/A,N/A,1.70 kg,N/A,N/A,N/A,15.6 inches,Wi-Fi 6E(802.11ax) (Dual band) 1*1 ,cellphones.com.vn,380,laptops,19,http://cellphones.com.vn/laptop-asus-vivobook-15-x1504za-nj517w.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/l/a/laptop-asus-vivobook-15x-oled-m3504ya-l1268w-thumbnails.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/l/a/laptop-asus-vivobook-15x-oled-m3504ya-l1268w-thumbnails.png
49568,Apple MacBook Air M2 2024 8CPU 8GPU 16GB 256GB I Chính hãng Apple Việt Nam,24290000.0,24990000.0,3,5,"52,6 Wh",5.0,apple,N/A,N/A,N/A,N/A,N/A,Apple M2 8 nhân,N/A,N/A,N/A,"Máy, Sách HDSD, Cáp sạc USB-C (2 m), Cốc sạc USB-C 30W",N/A,N/A,N/A,N/A,1.27 kg,N/A,N/A,N/A,13.6 inches,802.11ax Wi-Fi 6,cellphones.com.vn,380,laptops,3,http://cellphones.com.vn/macbook-air-m2-2022-16gb.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/m/image_1396_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/m/image_1396_1.png
28229,Apple MacBook Air M1 256GB 2020 I Chính hãng Apple Việt Nam,17990000.0,22990000.0,45,4.8,"49.9-watt lithium-polymer, củ sạc công suất 30W",Bluetooth 5.0,apple,N/A,N/A,N/A,N/A,N/A,8 nhân với 4 nhân hiệu năng cao và 4 nhân tiết kiệm điện,N/A,N/A,N/A,"Máy, Sách HDSD, Cáp sạc USB-C (2 m), Cốc sạc USB-C 30W ","Macbook Air 2020 M1 | Giá rẻ, trả góp 0%",N/A,N/A,N/A,1.29 kg,N/A,N/A,N/A,13.3 inches,802.11ax Wi-Fi 6 wireless networking,cellphones.com.vn,380,laptops,22,http://cellphones.com.vn/macbook-air-2020-m1.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_5_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_5_1.png
92246,Laptop Acer Aspire 3 Spin A3SP14-31PT-387Z,9490000.0,14990000.0,1,5,40Wh Li-ion battery,Có,acer,N/A,N/A,N/A,N/A,N/A,Intel Core i3-N305,N/A,N/A,N/A,"Bộ nguồn, máy, sách hdsd",N/A,N/A,N/A,N/A,1.5 kg,N/A,N/A,N/A,14 inches,Wi-Fi 6,cellphones.com.vn,380,laptops,37,http://cellphones.com.vn/laptop-acer-aspire-3-spin-14-a3sp14-31pt-387z.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_1__3_13.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_1__3_13.png
75491,Laptop Acer Aspire 3 A314-42P-R3B3 NX.KSFSV.001,11990000.0,13990000.0,2,5,3 cell 50 Wh,v5.1,acer,N/A,N/A,N/A,N/A,N/A,"AMD Ryzen 7 5700U (8 nhân/16 luồng, xung nhịp tối đa 4.30 GHz, 8MB)",N/A,N/A,N/A,"Máy, sạc, sách hướng dẫn",Laptop Acer Aspire 3 A314-42P-R3B3 NX.KSFSV.001,N/A,N/A,N/A,1.4 kg,N/A,N/A,N/A,14 inches, Wi-Fi 6 (802.11ax),cellphones.com.vn,380,laptops,15,http://cellphones.com.vn/laptop-acer-aspire-3-a314-42p-r3b3.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/c/t/ctm.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/c/t/ctm.png
77978,Laptop Lenovo LOQ 15IAX9 83GS001RVN,19990000.0,23990000.0,25,5,60Wh,Bluetooth 5.2,lenovo,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",N/A,N/A,N/A,"Cáp, sạc, sách hướng dẫn sử dụng",Laptop Lenovo LOQ 15IAX9 83GS001RVN,N/A,N/A,N/A,2.38 kg,N/A,N/A,N/A,15.6 inches,"Wi-Fi 6, 11ax 2x2",cellphones.com.vn,380,laptops,17,http://cellphones.com.vn/laptop-lenovo-loq-15iax9-83gs001rvn.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_9__1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_9__1.png
75443,Laptop Gaming Acer Nitro V ANV15-51-58AN,15990000.0,21490000.0,4,5,4 cell - 57 Wh,Bluetooth 5.1,acer,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-13420H (8 lõi / 12 luồng, up to 4.60 GHz, 12 MB Intel Smart Cache)",N/A,N/A,N/A,"Máy, sạc, sách hướng dẫn",Laptop Gaming Acer Nitro V ANV15-51-58AN,N/A,N/A,N/A,2.1 kg,N/A,N/A,N/A,15.6 inches,802.11a/b/g/n/ac+ax wireless LAN,cellphones.com.vn,380,laptops,26,http://cellphones.com.vn/laptop-gaming-acer-nitro-v-anv15-51-58an.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_40_.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_40_.png
86208,Laptop ASUS Gaming VivoBook K3605ZC-RP564W,18490000.0,25290000.0,0,0,"50WHrs, 3S1P, 3-cell Li-ion",Bluetooth 5.3,asus,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-12500H Processor 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E lõi)",N/A,N/A,N/A,"Cáp, sạc, sách hdsd",Laptop Asus Gaming,N/A,N/A,N/A,1.80 kg,N/A,N/A,N/A,16 inches,Wi-Fi 6E(802.11ax) (Dual band) 2*2,cellphones.com.vn,380,laptops,27,http://cellphones.com.vn/laptop-asus-gaming-vivobook-k3605zc-rp564w.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_-_2024-07-31t162730.053.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_-_2024-07-31t162730.053.png
42452,Laptop Gaming Acer Nitro 5 Tiger AN515 58 773Y,22490000.0,25990000.0,0,0,57.5 Wh 4-cell Li-ion battery,v5.1,acer,N/A,N/A,N/A,N/A,N/A,Intel® Core™ i7-12700H,N/A,N/A,N/A,"Dây nguồn, Sách hướng dẫn, Sạc Laptop",Laptop Gaming Acer Nitro 5 Tiger AN515 58 52SP,N/A,N/A,N/A,2.5kg,N/A,N/A,N/A,15.6 inches,KillerTM Wi-Fi 6 AX 1650i,cellphones.com.vn,380,laptops,14,http://cellphones.com.vn/laptop-gaming-acer-nitro-5-tiger-an515-58-773y.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_558_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_558_1.png
95041,Laptop Lenovo Yoga Slim 7 15ILL9 83HM000GVN ,0,42990000.0,0,0,70Wh<br>65W USB-C (3-pin),Bluetooth 5.4,lenovo,N/A,N/A,N/A,N/A,N/A,"Intel Core Ultra 7 258V, 8C (4P + 4LPE) / 8T, Max Turbo up to 4.8GHz, 12MB",N/A,N/A,N/A,"Bộ nguồn, máy, sách hdsd",N/A,N/A,N/A,N/A,1.53 kg,N/A,N/A,N/A,15.3 inches,"Wi-Fi 7, 802.11be 2x2",cellphones.com.vn,380,laptops,1,http://cellphones.com.vn/laptop-lenovo-yoga-slim-7-15ill9-83hm000gvn.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_1__3_28.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_1__3_28.png
72679,Laptop ASUS Vivobook GO 15 E1504FA-NJ454W,11890000.0,14490000.0,1,5,"42WHrs, 3S1P, 3-cell Li-ion",Bluetooth 5,asus,N/A,N/A,N/A,N/A,N/A,"AMD Ryzen 5 7520U (4 lõi / 8 luồng, 4MB cache, up to 4.3 GHz max boost)",N/A,N/A,N/A,N/A,Laptop Asus Vivobook GO 15 E1504FA-NJ454W,N/A,N/A,N/A,1.80 kg,N/A,N/A,N/A,15.6 inches,Wi-Fi 6E(802.11ax) (Dual band) 1*1 ,cellphones.com.vn,380,laptops,18,http://cellphones.com.vn/laptop-asus-vivobook-go-15-e1504fa-nj454w.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_3_5.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_3_5.png
71865,Laptop Acer Gaming Aspire 7 A715-76-53PJ,13990000.0,16990000.0,2,4.5,"3-cell, 50Wh",Bluetooth 5.1,acer,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-12450H (8 lõi / 12 luồng, 4.4GHz, 12MB)",N/A,N/A,N/A,N/A,Laptop Acer Gaming Aspire 7 A715-76-53PJ,N/A,N/A,N/A,2.1 kg,N/A,N/A,N/A,15.6 inches,Wifi 6E,cellphones.com.vn,380,laptops,18,http://cellphones.com.vn/laptop-acer-gaming-aspire-7-a715-76-53pj.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_11__1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_11__1.png
66622,Laptop Lenovo Ideapad Slim 5 14IAH8 83BF002NVN,15990000.0,17290000.0,6,4.5,56.6Wh,Bluetooth 5.1,lenovo,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-12450H (8 lõi: (4P + 4E) / 12 luồng: P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB)",N/A,N/A,N/A,N/A,Laptop Lenovo Ideapad Slim 5 14IAH8 83BF002NVN,N/A,N/A,N/A,1.46 kg,N/A,N/A,N/A,14 inches,"Wi-Fi 6, 11ax 2x2",cellphones.com.vn,380,laptops,8,http://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14iah8-83bf002nvn.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__1_91.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__1_91.png
90907,Laptop Lenovo IdeaPad Slim 5 14Q8X9 83HL000KVN,22490000.0,24990000.0,0,0,57Wh,Bluetooth 5.3,lenovo,N/A,N/A,N/A,N/A,N/A,"Snapdragon X Plus X1P-42-100, 8C, Max Turbo up to 3.4GHz (single-core) / 3.2GHz (8-core), 30MB",N/A,N/A,N/A,"Nguồn, sách hdsd, máy",N/A,N/A,N/A,N/A,1.48 kg,N/A,N/A,N/A,14 inches,"Wi-Fi 7, 802.11be 2x2 ",cellphones.com.vn,380,laptops,10,http://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14q8x9-83hl000kvn.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_633_1_.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_633_1_.png
69467,Laptop Lenovo IdeaPad Slim 3 14IAH8 83EQ0005VN,13290000.0,15490000.0,2,5,47Wh,Bluetooth 5.1,lenovo,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-12450H (8 lõi (4P + 4E) / 12 luồng, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB)",N/A,N/A,N/A,N/A,Laptop Lenovo IdeaPad Slim 3 14IAH8 83EQ0005VN,N/A,N/A,N/A,1.37 kg,N/A,N/A,N/A,14 inches,"Wi-Fi 6, 11ax 2x2",cellphones.com.vn,380,laptops,15,http://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14iah8-83eq0005vn.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_7__1_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_7__1_1.png
42449,Laptop Gaming Acer Nitro 5 Tiger AN515 58 52SP,18090000.0,27990000.0,10,5,"4-cell, 57.5 Wh ",5.1,acer,N/A,N/A,N/A,N/A,N/A,"Intel® Core™ i5-12500H (upto 4.5 GHz, 18MB), 12 nhân, 16 luồng",N/A,N/A,N/A,"Dây nguồn, Sách hướng dẫn, Sạc Laptop",Laptop Gaming Acer Nitro 5 Tiger AN515 58 52SP,N/A,N/A,N/A,2.5kg,N/A,N/A,N/A,15.6 inches,Wi-Fi 6 802.11 a/b/g/n+acR2,cellphones.com.vn,380,laptops,36,http://cellphones.com.vn/laptop-gaming-acer-nitro-5-tiger-an515-58-52sp.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_1__1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_1__1.png
94091,MacBook Pro 14 M4 Pro 12CPU 16GPU 24GB 512GB | Chính hãng Apple Việt Nam,0,49990000.0,0,0,Pin Li-Po 72.4 watt-giờ<br> Thời gian xem video trực tuyến lên đến 22 giờ<br> Thời gian duyệt web trên mạng không dây lên đến 14 giờ,Bluetooth 5.3,apple,N/A,N/A,N/A,N/A,N/A,Apple M4 Pro 12 lõi với 8 lõi hiệu năng và 4 lõi tiết kiệm điện,N/A,N/A,N/A,MacBook Pro<br> Bộ Tiếp Hợp Nguồn USB‑C<br> Cáp USB‑C sang MagSafe 3 (2 m),MacBook Pro 14 M4 10CPU 10GPU 16GB 512GB,N/A,N/A,N/A,1.60 kg,N/A,N/A,N/A,14.2 inches,Wi‑Fi 6E (802.11ax),cellphones.com.vn,380,laptops,1,http://cellphones.com.vn/macbook-pro-14-inch-m4-pro-24gb-512gb.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_9__4.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_9__4.png
86131,Laptop ASUS Gaming VivoBook K3605ZF-RP634W,16690000.0,20990000.0,1,5,"50WHrs, 3S1P, 3-cell Li-ion",Bluetooth 5.3,asus,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-12500H 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E cores)",N/A,N/A,N/A,"Cáp, sạc, sách hdsd",Laptop Asus Gaming VivoBook K3605ZF-RP634W,N/A,N/A,N/A,1.80 kg,N/A,N/A,N/A,16 inches,Wi-Fi 6E(802.11ax) (Dual band) 2*2,cellphones.com.vn,380,laptops,21,http://cellphones.com.vn/laptop-asus-gaming-vivobook-k3605zf-rp634w.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_-_2024-07-31t163011.265.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_-_2024-07-31t163011.265.png
96212,Mac mini M4 Pro 2024 12CPU 16GPU 48GB 512GB | Chính hãng Apple Việt Nam,0,44990000.0,0,0,N/A,Bluetooth 5.3,apple,N/A,N/A,N/A,N/A,N/A,Apple M4 Pro 12 lõi với 8 lõi hiệu năng và 4 lõi tiết kiệm điện<br>Neural Engine 16 lõi,N/A,N/A,N/A,Mac mini <br>Dây nguồn (1.8m),N/A,N/A,N/A,N/A,0.73 kg,N/A,N/A,N/A,N/A,Wi‑Fi 6E (802.11ax),cellphones.com.vn,380,laptops,1,http://cellphones.com.vn/mac-mini-m4-pro-12cpu-16gpu-48gb-512gb-2024.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_3__11.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_3__11.png
62665,Laptop ASUS VivoBook 14 OLED A1405VA-KM095W,16990000.0,20990000.0,3,5,"50WHrs, 3-cell Li-ion",Bluetooth 5,asus,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-13500H (18MB Cache, upto 4.7GHz, 12 lõi / 16 luồng)",N/A,N/A,N/A,N/A,Laptop Asus VivoBook 14 OLED A1405VA-KM095W,N/A,N/A,N/A,1.6 kg,N/A,N/A,N/A,14 inches,Wi-Fi 6E(802.11ax) (Dual band) 1x1,cellphones.com.vn,380,laptops,19,http://cellphones.com.vn/laptop-asus-vivobook-14-oled-a1405va-km095w.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_5__1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_5__1.png
75064,Laptop Dell Inspiron 15 3520-5810BLK 102F0,12790000.0,13990000.0,2,5,lithium-polymer,Bluetooth 5.1,dell,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-1155G7 (15 W, 4 lõi / 8 luồng, 2.50 GHz to 4.50 GHz, 8 MB)",N/A,N/A,N/A,"Sạc, sách hướng dẫn sử dụng<br><p style=""color: red;""><a href=""https://cellphones.com.vn/sforum/tim-hieu-chi-tiet-ve-laptop-nhap-khau-uu-diem-che-do-bao-hanh-chat-luong-ra-sao""><span style=""color: #ff0000;"">T&igrave;m hiểu th&ecirc;m về laptop nhập khẩu",Laptop Dell Inspiron 15 3520-5810BLK 102F0,N/A,N/A,N/A,1.90 kg,N/A,N/A,N/A,15.6 inches,WiFi 802.11a/b/g,cellphones.com.vn,380,laptops,9,http://cellphones.com.vn/laptop-dell-inspiron-15-3520-5810blk-102f0.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_2__4_28.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_2__4_28.png
78834,Laptop Lenovo LOQ 15IAX9 83GS001SVN,18490000.0,20990000.0,5,4.6,"60 Wh, 3 Cell",5.2,lenovo,N/A,N/A,N/A,N/A,N/A,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",N/A,N/A,N/A,N/A,Laptop Lenovo LOQ 15IAX9 83GS001SVN,N/A,N/A,N/A,2.38 kg,N/A,N/A,N/A,15.6 inches,Wi-Fi 6 11ax 2x2,cellphones.com.vn,380,laptops,12,http://cellphones.com.vn/laptop-lenovo-loq-15iax9-83gs001svn.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_5__1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_509_5__1.png
78296,MacBook Air M3 13 inch 2024 8CPU 8GPU 16GB - 256GB sạc 30W | Chính hãng Apple Việt Nam,27690000.0,27990000.0,1,5,N/A,N/A,apple,N/A,N/A,N/A,N/A,N/A,CPU Apple M3 8 Lõi<br>Neural Engine 16 lõi,N/A,N/A,N/A,"Máy, Sách HDSD, Cáp sạc USB-C (2 m), Cốc sạc USB-C 30W",Macbook Air M3 13 inch 2024 16GB - 256GB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6 inches,Wi-Fi 6E,cellphones.com.vn,380,laptops,2,http://cellphones.com.vn/macbook-air-m3-13-inch-2024-16gb-256gb.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_1__2_5.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_1__2_5.png
78368,Laptop ASUS Vivobook 14 X1404ZA-NK389W,15590000.0,17990000.0,0,0,"42WHrs, 3S1P, 3-cell Li-ion",Bluetooth 5.3,asus,N/A,N/A,N/A,N/A,N/A,"Intel Core i7-1255U (1.7 GHz, 12M Cache, up to 4.7 GHz, 10 lõi)",N/A,N/A,N/A,"Cáp, sạc, sách hướng dẫn sử dụng",Laptop Asus Vivobook 14 X1404ZA-NK389W,N/A,N/A,N/A,1.40 kg,N/A,N/A,N/A,14 inches,Wi-Fi 6E(802.11ax) (Dual band) 1*1,cellphones.com.vn,380,laptops,14,http://cellphones.com.vn/laptop-asus-vivobook-14-x1404za-nk389w.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/l/a/laptop-asus-vivobook-14-x1404za-nk389w-thumbnails.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/l/a/laptop-asus-vivobook-14-x1404za-nk389w-thumbnails.png
49574,Apple MacBook Air M2 2024 8CPU 10GPU 16GB 512GB I Chính hãng Apple Việt Nam,27990000.0,29990000.0,1,5,"52,6 Wh",5.3,apple,N/A,N/A,N/A,N/A,N/A,Apple M2 8 lõi,N/A,N/A,N/A,"Máy, Sách HDSD, Cáp sạc USB-C (2 m), Cốc sạc USB-C 35W",N/A,N/A,N/A,N/A,1.27 kg,N/A,N/A,N/A,13.6 inches,802.11ax Wi-Fi 6,cellphones.com.vn,380,laptops,7,http://cellphones.com.vn/macbook-air-m2-2022-16gb-512gb.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_533_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/r/group_533_1.png
91942,Laptop MSI Modern 14 C7M-221VN,10190000.0,11790000.0,0,0,"3 Cell, 39.3 WHrs",Bluetooth 5.3,msi,N/A,N/A,N/A,N/A,N/A,"AMD Ryzen R7-7730U (Tốc độ tối đa: 4.5GHz, 8  lõi / 16 luồng, 16MB Cache)",N/A,N/A,N/A,"Bộ nguồn, sách hdsd, máy",N/A,N/A,N/A,N/A,1.4 kg,N/A,N/A,N/A,14 inches,AMD Wi-Fi 6E RZ608,cellphones.com.vn,380,laptops,14,http://cellphones.com.vn/laptop-msi-modern-14-c7m-221vn.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_6_5.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_d_i_6_5.png
